2.406-2.595 min,,
#Point,X(Thompsons),Y(Counts)
118,127.1,12.5314102172852
119,127.9,7.60760593414307
120,131.0,7.50257301330566
121,132.9,366.301666259766
122,133.9,57.111213684082
123,134.0,7.34845304489136
124,135.0,86.164680480957
125,136.9,46.7433547973633
126,140.9,19.4184341430664
127,141.9,12.1870269775391
128,142.0,44.4325561523438
129,146.9,209.783248901367
130,147.8,45.6346740722656
131,148.9,101.80110168457
132,150.9,12.7713937759399
133,153.0,30.8573265075684
134,154.0,13.1699028015137
135,154.1,24.3928756713867
136,154.9,23.8645210266113
137,155.0,53.5741157531738
138,155.9,33.0939140319824
139,156.0,61.3647727966309
140,160.9,22.5911865234375
141,162.9,166.079956054688
142,163.8,12.262017250061
143,163.9,15.4479560852051
144,164.9,105.29712677002
145,165.0,15.586332321167
146,166.9,6.69959783554077
147,176.9,40.0091819763184
148,176.9,93.0551071166992
149,178.9,110.468048095703
150,180.9,19.512825012207
151,181.0,6.19569969177246
152,190.9,238.16926574707
153,191.9,36.9367713928223
154,192.9,241.051544189453
155,193.9,6.50053310394287
156,194.1,5.9860577583313
157,194.9,79.6296463012695
158,207.0,852.157775878906
159,208.0,163.348587036133
160,208.1,8.51776599884033
161,208.9,124.735191345215
162,209.1,13.0567054748535
163,222.9,16.4206199645996
164,237.0,5.96205806732178
165,248.8,6.79647636413574
166,249.0,16.236234664917
167,250.9,31.7404174804688
168,252.9,118.817123413086
169,253.0,229.017684936523
170,254.0,88.6372680664063
171,254.8,8.47636127471924
172,255.0,29.1032371520996
173,266.8,34.112476348877
174,267.0,78.700065612793
175,267.8,8.90157032012939
176,267.9,14.3607482910156
177,268.8,11.4733333587646
178,269.1,15.6860246658325
179,281.0,180.936737060547
180,282.0,29.8607864379883
181,282.8,12.9856739044189
182,324.9,26.7853775024414
183,327.0,56.5987129211426
184,330.9,17.0777626037598
185,331.1,22.4404315948486
186,340.8,18.0245590209961
187,341.0,70.296516418457
188,341.1,7.48715400695801
189,342.0,21.3178939819336
190,343.0,13.731972694397
4.118-4.399 min,,
#Point,X(Thompsons),Y(Counts)
0,30.1,234.832412719727
1,31.1,4287.125
2,32.0,2271.37866210938
3,32.8,14.8964958190918
4,32.9,66.4250793457031
5,33.0,73.5236892700195
6,33.5,1.6926007270813
7,33.8,12.1868324279785
8,33.9,133.549850463867
9,34.0,36.9263076782227
10,35.0,204.97541809082
11,35.9,15.3656883239746
12,36.0,46.0742874145508
13,36.0,16.8326225280762
14,37.0,303.058288574219
15,37.1,4.81855535507202
16,38.0,349.651275634766
17,38.1,172.564865112305
18,39.1,5020.4052734375
19,39.9,41.8897552490234
20,40.0,1176.95446777344
21,41.1,12271.7626953125
22,42.1,4152.724609375
23,43.1,6145.37451171875
24,44.0,6964.5302734375
25,45.0,2784.23559570313
26,46.0,558.833312988281
27,46.9,49.1640434265137
28,47.0,753.580627441406
29,48.0,605.360656738281
30,49.0,176.16015625
31,49.0,20.7572154998779
32,50.0,671.8154296875
33,51.0,935.736999511719
34,52.0,31.9610805511475
35,52.0,372.750762939453
36,53.0,2043.25219726563
37,54.1,5989.974609375
38,55.1,18693.8671875
39,56.1,3666.47875976563
40,57.1,8468.009765625
41,58.0,1144.31872558594
42,59.0,282.545806884766
43,59.1,87.2963562011719
44,59.8,1.57367956638336
45,59.9,112.570678710938
46,60.0,5.30231761932373
47,61.0,918.737243652344
48,62.0,652.257751464844
49,63.0,2169.03173828125
50,63.0,1173.74475097656
51,63.9,212.650146484375
52,64.0,19.7154178619385
53,65.0,1023.5380859375
54,66.0,761.234436035156
55,67.1,12116.6298828125
56,68.1,3301.87524414063
57,69.1,4478.11328125
58,70.1,4642.2666015625
59,71.0,1980.45666503906
60,72.0,378.797271728516
61,72.1,160.004440307617
62,73.0,792.019897460938
63,73.9,4.39441299438477
64,74.0,214.741027832031
65,74.9,95.9224243164063
66,75.0,104.875381469727
67,75.9,87.7344131469727
68,76.0,11.1085042953491
69,77.0,945.979858398438
70,77.1,118.962173461914
71,78.0,2872.56225585938
72,79.0,2904.01806640625
73,80.1,2274.57299804688
74,81.1,4518.28515625
75,82.1,4722.35888671875
76,83.0,1486.16467285156
77,83.1,9578.9873046875
78,84.1,3059.9814453125
79,85.0,788.122924804688
80,85.1,25.1085395812988
81,85.9,5.54934930801392
82,86.0,238.028915405273
83,86.1,12.7188987731934
84,86.9,22.9822254180908
85,87.0,92.5595321655273
86,87.1,20.5890693664551
87,87.7,3.03209924697876
88,87.9,36.1364555358887
89,88.0,134.539794921875
90,88.8,16.1714286804199
91,88.9,108.561363220215
92,89.0,49.1215744018555
93,89.8,2.49840450286865
94,89.9,13.8189373016357
95,90.1,9.92648029327393
96,91.0,447.007873535156
97,91.1,389.667785644531
98,91.9,13.6950702667236
99,92.0,118.33837890625
100,92.1,29.0297889709473
101,93.1,1814.6396484375
102,93.9,30.5579357147217
103,94.0,288.077972412109
104,95.1,1284.11877441406
105,96.1,1451.79260253906
106,97.1,2319.890625
107,98.1,2633.00317382813
108,99.0,345.437561035156
109,99.9,15.6261138916016
110,100.0,163.409332275391
111,100.1,24.7400970458984
112,101.1,1961.150390625
113,101.9,6.60937309265137
114,102.0,221.311370849609
115,102.9,273.618835449219
116,103.1,11.2589111328125
117,103.8,11.0456800460815
118,103.9,65.2399520874023
